RA,ano,fase,idade,genero,ano_ingresso,inde,pedra,iaa,ieg,ips,ida,ipp,ipv,ian,nota_mat,nota_port,nota_ing,defasagem,atingiu_pv,indicado_bolsa,em_risco_defasagem,categoria_defasagem,anos_na_pm
RA-1430,2024,1,11.0,Masculino,2024,7.864033333300001,Ametista,8.502,10.0,7.51,6.25,8.958333333,8.085,5.0,6.0,6.5,,-1,,,0,Defasagem leve,0.0
RA-1431,2024,1,11.0,Feminino,2024,7.9147292443,Ametista,9.002,7.7432712215,7.51,8.0,7.96875,9.09,5.0,8.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-1432,2024,1,10.0,Feminino,2024,8.774075000000002,Topazio,10.0,10.0,7.51,9.5,9.21875,8.505,5.0,10.0,9.0,,-1,,,0,Defasagem leve,0.0
RA-1433,2024,1,10.0,Feminino,2024,8.1939895962,Topazio,8.502,9.068322981,7.51,8.75,8.28125,8.505,5.0,8.0,9.5,,-1,,,0,Defasagem leve,0.0
RA-1434,2024,1,10.0,Masculino,2024,8.2775982919,Topazio,8.502,7.9813664595,6.26,9.0,9.53125,9.76,5.0,10.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-1435,2024,1,10.0,Masculino,2024,7.7196166667,Ametista,9.502,7.833333333500001,7.51,7.5,7.1875,6.165,10.0,7.5,7.5,,0,,,0,Adequado,0.0
RA-1436,2024,1,11.0,Feminino,2024,7.589914648100001,Ametista,7.418,8.674948240500001,7.51,8.0,8.28125,7.17,5.0,8.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-1437,2024,1,11.0,Feminino,2024,7.982890217400001,Ametista,8.502,9.347826087,7.51,8.0,8.28125,7.92,5.0,8.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-1438,2024,1,10.0,Feminino,2024,8.176825000000001,Topazio,10.0,9.0,7.51,7.0,8.90625,9.175,5.0,6.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-1439,2024,1,11.0,Feminino,2024,8.507700000000002,Topazio,7.502,10.0,7.51,8.5,9.375,9.345,5.0,9.0,8.0,,-1,,,0,Defasagem leve,0.0
RA-144,2022,4,14.0,Feminino,2017,8.181,Topazio,7.5,9.3,5.0,7.9,,8.292,10.0,7.5,7.2,9.0,0,0.0,0.0,0,Adequado,5.0
RA-144,2023,5,14.0,Feminino,2017,4.990333333,Quartzo,0.0,5.2,2.52,4.4,6.25,6.0,10.0,3.3,2.5,7.3,1,,,0,Adiantado,6.0
RA-1440,2024,1,10.0,Feminino,2024,7.469102691500001,Ametista,9.002,9.544513457499999,7.51,4.5,8.75,8.17,5.0,9.0,0.0,,-1,,,0,Defasagem leve,0.0
RA-1441,2024,1,9.0,Masculino,2024,8.961646169800002,Topazio,9.502,9.109730849,7.51,8.5,9.375,9.005,10.0,9.0,8.0,,0,,,0,Adequado,0.0
RA-1442,2024,1,13.0,Masculino,2024,7.135189648100001,Ametista,8.002,8.674948240500001,7.51,7.25,7.5,5.745,5.0,8.5,6.0,,-2,,,1,Defasagem moderada/severa,0.0
RA-1443,2024,1,13.0,Feminino,2024,6.921633333300001,Agata,6.918,7.5,6.26,6.75,7.708333333,7.415,5.0,6.5,7.0,,-2,,,1,Defasagem moderada/severa,0.0
RA-1444,2024,1,11.0,Masculino,2024,6.610588888900001,Agata,8.502,5.277777778,7.51,6.0,7.708333333,7.415,5.0,8.0,4.0,,-1,,,0,Defasagem leve,0.0
RA-1445,2024,1,10.0,Feminino,2024,7.842866666700001,Ametista,9.502,9.5,7.51,7.25,7.916666667,7.5,5.0,6.5,8.0,,-1,,,0,Defasagem leve,0.0
RA-1446,2024,1,9.0,Masculino,2024,5.9004061924,Quartzo,8.002,6.6501976285,6.26,0.0,7.291666667,7.075,10.0,0.0,0.0,,0,,,0,Adequado,0.0
RA-1447,2024,1,11.0,Feminino,2024,7.5402350878,Ametista,9.502,9.7368421055,7.51,5.25,7.916666667,7.75,5.0,6.5,4.0,,-1,,,0,Defasagem leve,0.0
RA-1448,2024,1,13.0,Feminino,2024,7.466126406900001,Ametista,9.002,9.5346320345,7.51,6.0,7.5,7.29,5.0,6.0,6.0,,-2,,,1,Defasagem moderada/severa,0.0
RA-1449,2024,1,10.0,Feminino,2024,7.214341666700001,Ametista,7.418,8.3333333335,7.51,6.75,7.96875,7.04,5.0,6.5,7.0,,-1,,,0,Defasagem leve,0.0
RA-145,2022,4,16.0,Masculino,2017,5.846,Quartzo,0.0,6.3,8.1,5.2,,7.25,5.0,3.0,4.8,7.8,-2,0.0,1.0,1,Defasagem moderada/severa,5.0
RA-145,2023,4,17.0,Masculino,2017,,,7.9,9.0,,6.2,7.96875,7.4625,2.5,5.3,6.0,7.2,-3,,,1,Defasagem moderada/severa,6.0
RA-1450,2024,1,9.0,Masculino,2024,7.405235714200002,Ametista,9.502,8.571428571,7.51,3.5,7.8125,7.5425,10.0,0.0,7.0,,0,,,0,Adequado,0.0
RA-1451,2024,1,11.0,Feminino,2024,7.560479761900002,Ametista,10.0,8.8095238095,7.51,6.0,7.96875,7.7525,5.0,6.0,6.0,,-1,,,0,Defasagem leve,0.0
RA-1452,2024,2,12.0,Masculino,2024,8.6268666667,Topazio,9.002,10.0,7.51,7.75,7.916666667,8.17,10.0,7.0,8.5,,0,,,0,Adequado,0.0
RA-1453,2024,2,12.0,Feminino,2021,7.1234857143,Ametista,8.502,7.8214285715,6.25,6.5,7.5,7.67,5.0,4.5,8.5,,-1,,,0,Defasagem leve,3.0
RA-1454,2024,2,10.0,Feminino,2023,7.7042238095,Ametista,8.002,5.880952381,7.51,7.75,7.708333333,8.28,10.0,7.5,8.0,,0,,,0,Adequado,1.0
RA-1455,2024,2,12.0,Feminino,2024,6.6442555555,Agata,8.002,7.777777778,7.51,3.5,7.708333333,7.833333333,5.0,,3.5,,-1,,,0,Defasagem leve,0.0
RA-1456,2024,2,11.0,Masculino,2024,8.492914285800001,Topazio,9.502,9.511904762,7.51,7.75,7.5,7.946666667,10.0,5.5,10.0,,0,,,0,Adequado,0.0
RA-1457,2024,2,12.0,Feminino,2024,6.0197761904,Agata,3.498,8.0357142855,7.51,2.75,7.291666667,7.663333333,5.0,2.5,3.0,,-1,,,0,Defasagem leve,0.0
RA-1458,2024,2,12.0,Feminino,2024,5.879073684200001,Quartzo,8.751,7.280701754500001,7.51,3.25,6.041666667,5.213333333,5.0,0.5,6.0,,-1,,,0,Defasagem leve,0.0
RA-1459,2024,2,12.0,Masculino,2024,6.665390476100001,Agata,8.002,8.2976190475,7.51,3.75,7.5,7.273333333,5.0,2.0,5.5,,-1,,,0,Defasagem leve,0.0
RA-146,2022,4,15.0,Feminino,2022,7.947,Ametista,8.3,9.2,7.5,7.9,,8.208,5.0,6.3,7.3,10.0,-1,0.0,1.0,0,Defasagem leve,0.0
RA-146,2023,5,,Feminino,2022,7.584483333,Ametista,6.2,9.5,5.0,7.9,8.4375,8.2125,5.0,7.8,5.8,10.0,-1,,,0,Defasagem leve,1.0
RA-146,2024,5,17.0,Feminino,2022,8.134554885333333,Topazio,8.751,9.514316093333333,5.635,9.333333333333334,7.65625,8.304,5.0,9.0,9.0,10.0,-2,,,1,Defasagem moderada/severa,2.0
RA-1460,2024,2,12.0,Masculino,2024,6.784805263200001,Agata,9.502,7.460526316,7.51,3.25,6.875,6.27,10.0,2.5,4.0,,0,,,0,Adequado,0.0
RA-1461,2024,2,12.0,Feminino,2024,6.871961904800001,Agata,10.0,9.273809524,7.51,2.75,7.5,7.33,5.0,0.5,5.0,,-1,,,0,Defasagem leve,0.0
RA-1462,2024,2,13.0,Feminino,2024,7.6243666666,Ametista,8.502,10.0,7.51,6.5,8.125,7.053333333,5.0,6.0,7.0,,-1,,,0,Defasagem leve,0.0
RA-1463,2024,2,12.0,Masculino,2024,9.074561111,Topazio,8.502,9.722222222,7.51,10.0,9.0625,8.113333333,10.0,10.0,10.0,,0,,,0,Adequado,0.0
RA-1464,2024,2,13.0,Feminino,2024,7.288424359,Ametista,8.002,7.794871795,7.51,6.25,9.0625,7.61,5.0,4.0,8.5,,-1,,,0,Defasagem leve,0.0
RA-1465,2024,2,12.0,Masculino,2024,7.3344666666,Ametista,7.418,8.75,7.51,5.75,8.75,7.833333333,5.0,5.0,6.5,,-1,,,0,Defasagem leve,0.0
RA-1466,2024,2,12.0,Masculino,2024,8.213723809600001,Topazio,10.0,7.380952381,7.51,7.5,8.75,8.056666667,10.0,7.0,8.0,,0,,,0,Adequado,0.0
RA-1467,2024,2,12.0,Masculino,2024,8.836711278200001,Topazio,9.002,9.022556391,7.51,9.25,8.75,8.28,10.0,9.0,9.5,,0,,,0,Adequado,0.0
RA-1468,2024,2,12.0,Feminino,2024,8.1281028822,Topazio,8.502,8.972431078,7.51,7.0,8.4375,7.443333333,10.0,4.5,9.5,,0,,,0,Adequado,0.0
RA-1469,2024,2,13.0,Masculino,2024,7.459755555500001,Ametista,8.502,9.4444444445,7.51,4.75,8.75,8.223333333,5.0,6.0,3.5,,-1,,,0,Defasagem leve,0.0
RA-147,2022,4,14.0,Feminino,2022,7.541,Ametista,8.3,7.7,7.5,6.1,,7.25,10.0,5.8,4.8,7.7,0,0.0,0.0,0,Adequado,0.0
RA-147,2023,4,15.0,Feminino,2022,5.5425,Quartzo,0.0,7.0,5.63,4.5,6.875,7.46,5.0,5.0,6.0,2.5,-1,,,0,Defasagem leve,1.0
RA-147,2024,5,16.0,Feminino,2022,7.400477922133334,Ametista,8.334,9.277056277,7.51,6.166666666666667,7.5,7.386666667,5.0,6.0,2.5,10.0,-1,,,0,Defasagem leve,2.0
RA-1470,2024,2,12.0,Feminino,2024,5.967421532000001,Quartzo,8.002,6.35610766,6.26,5.0,6.875,5.4125,5.0,5.0,5.0,,-1,,,0,Defasagem leve,0.0
RA-1471,2024,2,13.0,Masculino,2024,7.404455434800001,Ametista,10.0,7.195652174,7.51,7.5,7.65625,7.2425,5.0,8.0,7.0,,-1,,,0,Defasagem leve,0.0
RA-1472,2024,2,11.0,Masculino,2022,8.773575000000001,Topazio,8.502,10.0,7.51,8.75,7.96875,8.1275,10.0,9.0,8.5,,0,,,0,Adequado,2.0
RA-1473,2024,2,13.0,Masculino,2024,6.689320600500001,Agata,9.502,8.4368530025,5.625,5.25,6.5625,6.415,5.0,6.0,4.5,,-1,,,0,Defasagem leve,0.0
RA-1474,2024,2,11.0,Feminino,2024,7.384207505200001,Ametista,8.002,7.960662526,5.625,7.5,6.71875,6.2875,10.0,7.0,8.0,,0,,,0,Adequado,0.0
RA-1475,2024,2,10.0,Feminino,2024,7.413901754400001,Ametista,9.002,8.070175439,7.51,5.0,7.5,6.993333333,10.0,7.0,3.0,,0,,,0,Adequado,0.0
RA-1476,2024,2,11.0,Feminino,2024,8.80795,Topazio,9.502,10.0,5.635,8.5,8.4375,8.7525,10.0,8.0,9.0,,0,,,0,Adequado,0.0
RA-1477,2024,2,11.0,Masculino,2024,7.0514989130000005,Ametista,8.002,8.010869565,7.51,5.0,6.40625,6.2875,10.0,5.0,5.0,,0,,,0,Adequado,0.0
RA-1478,2024,2,11.0,Masculino,2024,6.7210333334,Agata,8.002,6.666666667,6.255,4.25,6.875,7.1225,10.0,4.0,4.5,,0,,,0,Adequado,0.0
RA-1479,2024,2,12.0,Masculino,2024,6.615766239300001,Agata,8.502,6.1965811965,7.51,4.25,7.1875,6.0325,10.0,4.0,4.5,,0,,,0,Adequado,0.0
RA-148,2022,4,14.0,Masculino,2022,7.894,Ametista,9.2,7.9,10.0,5.3,,7.708,10.0,4.7,6.3,5.0,0,0.0,1.0,0,Adequado,0.0
RA-1480,2024,2,12.0,Masculino,2024,7.09445,Ametista,8.502,8.875,7.51,5.5,7.1875,6.9975,5.0,,5.5,,-1,,,0,Defasagem leve,0.0
RA-1481,2024,2,12.0,Feminino,2024,6.860721739100001,Agata,8.502,8.782608695499999,7.51,4.75,6.875,6.8275,5.0,4.0,5.5,,-1,,,0,Defasagem leve,0.0
RA-1482,2024,2,14.0,Masculino,2024,5.2257,Quartzo,8.502,5.0,7.51,0.0,7.5,6.8725,5.0,0.0,0.0,,-1,,,0,Defasagem leve,0.0
RA-1483,2024,2,11.0,Masculino,2024,7.311433695700001,Ametista,9.502,7.913043478500001,7.51,6.5,5.78125,5.7475,10.0,6.0,7.0,,0,,,0,Adequado,0.0
RA-1484,2024,2,14.0,Feminino,2024,7.754200000000001,Ametista,9.002,10.0,6.26,7.0,7.5,7.89,5.0,5.0,9.0,,-1,,,0,Defasagem leve,0.0
RA-1485,2024,2,13.0,Masculino,2024,6.7386875777,Agata,9.002,7.7432712215,5.625,5.0,7.5,7.386666667,5.0,5.0,5.0,,-1,,,0,Defasagem leve,0.0
RA-1486,2024,2,11.0,Masculino,2024,6.865474509900001,Agata,8.002,5.431372549,6.26,5.75,7.916666667,7.056666667,10.0,6.0,5.5,,0,,,0,Adequado,0.0
RA-1487,2024,2,13.0,Feminino,2024,8.0267434782,Topazio,10.0,9.5652173915,6.26,8.25,7.708333333,7.833333333,5.0,7.0,9.5,,-1,,,0,Defasagem leve,0.0
RA-1488,2024,2,11.0,Feminino,2024,6.7668935818000016,Agata,8.002,7.111801242,7.51,3.5,7.5,6.716666667,10.0,7.0,0.0,,0,,,0,Adequado,0.0
RA-1489,2024,2,12.0,Masculino,2024,5.9842289855000015,Quartzo,9.002,5.793478261000001,6.26,5.0,6.666666667,5.663333333,5.0,5.0,5.0,,-1,,,0,Defasagem leve,0.0
RA-149,2022,4,15.0,Feminino,2022,6.323,Agata,9.2,6.5,7.5,5.0,,6.125,5.0,4.0,6.0,,-1,0.0,0.0,0,Defasagem leve,0.0
RA-149,2023,4,,Feminino,2022,5.622266667,Quartzo,8.8,4.2,2.52,4.7,7.5,7.2925,5.0,5.7,3.5,5.0,-2,,,1,Defasagem moderada/severa,1.0
RA-149,2024,5,17.0,Feminino,2022,5.7316173854,Quartzo,9.585,4.104378593666667,6.26,3.8333333333333335,7.34375,6.626,5.0,0.0,6.5,5.0,-2,,,1,Defasagem moderada/severa,2.0
RA-1490,2024,2,12.0,Feminino,2024,7.3725768116,Ametista,8.502,9.5652173915,6.26,7.75,6.666666667,6.333333333,5.0,8.0,7.5,,-1,,,0,Defasagem leve,0.0
RA-1491,2024,2,12.0,Masculino,2024,7.5072,Ametista,9.002,6.25,7.51,6.5,7.5,7.78,10.0,6.0,7.0,,0,,,0,Adequado,0.0
RA-1492,2024,2,9.0,Masculino,2024,8.479020512900002,Topazio,8.002,8.8141025645,7.51,8.0,8.75,8.45,10.0,6.0,10.0,,1,,,0,Adiantado,0.0
RA-1493,2024,2,12.0,Masculino,2024,6.378661323900001,Agata,8.502,7.8468899525,7.51,4.0,7.1875,5.946666667,5.0,3.5,4.5,,-1,,,0,Defasagem leve,0.0
RA-1494,2024,2,11.0,Feminino,2024,5.8748823529,Quartzo,0.0,6.7794117645,7.51,4.25,7.5,5.84,10.0,8.5,0.0,,0,,,0,Adequado,0.0
RA-1495,2024,2,11.0,Feminino,2021,8.4845030302,Topazio,9.002,8.318181818,7.51,8.25,8.75,8.223333333,10.0,8.5,8.0,,0,,,0,Adequado,3.0
RA-1496,2024,2,12.0,Feminino,2024,6.7799738095,Agata,9.002,5.714285714500001,7.51,4.25,7.8125,6.773333333,10.0,2.5,6.0,,0,,,0,Adequado,0.0
RA-1497,2024,2,12.0,Feminino,2024,5.2423787879,Quartzo,0.0,5.0227272725,7.51,2.0,6.875,6.996666667,10.0,4.0,0.0,,0,,,0,Adequado,0.0
RA-1498,2024,2,13.0,Feminino,2024,7.147881818200001,Ametista,8.502,7.840909091,7.51,7.0,8.125,6.33,5.0,5.0,9.0,,-1,,,0,Defasagem leve,0.0
RA-1499,2024,2,12.0,Feminino,2024,7.914800000000001,Ametista,8.418,9.25,6.885,6.5,8.125,7.11,10.0,6.0,7.0,,0,,,0,Adequado,0.0
RA-15,2022,7,18.0,Masculino,2022,7.783,Ametista,8.8,10.0,7.5,7.3,,7.292,5.0,8.0,6.5,,-1,0.0,1.0,0,Defasagem leve,0.0
RA-150,2022,4,16.0,Feminino,2020,6.962,Agata,9.6,6.3,6.9,6.9,,7.333,5.0,5.3,6.7,8.6,-2,0.0,1.0,1,Defasagem moderada/severa,2.0
RA-1500,2024,2,11.0,Masculino,2024,7.360450000100002,Ametista,9.502,8.3333333335,6.885,3.5,8.4375,7.556666667,10.0,2.0,5.0,,0,,,0,Adequado,0.0
RA-1501,2024,2,11.0,Feminino,2024,8.04495,Topazio,9.502,10.0,7.51,5.0,8.4375,7.5,10.0,4.5,5.5,,0,,,0,Adequado,0.0
RA-1502,2024,2,12.0,Feminino,2024,6.886091025600001,Agata,8.002,7.628205128,7.51,5.25,7.8125,7.39,5.0,3.5,7.0,,-1,,,0,Defasagem leve,0.0
RA-1503,2024,2,13.0,Feminino,2024,6.991699999900001,Agata,7.502,10.0,7.51,2.75,8.958333333,7.723333333,5.0,3.0,2.5,,-1,,,0,Defasagem leve,0.0
RA-1504,2024,2,12.0,Feminino,2024,6.057060605999999,Agata,7.5,4.6136363634999995,5.63,6.75,5.833333333,6.94,5.0,5.0,8.5,,-1,,,0,Defasagem leve,0.0
RA-1505,2024,2,13.0,Masculino,2024,6.7199171717,Agata,9.502,7.5252525255,7.51,3.75,8.75,6.943333333,5.0,3.0,4.5,,-1,,,0,Defasagem leve,0.0
RA-1506,2024,2,11.0,Feminino,2024,7.151855844200001,Ametista,8.002,8.3874458875,7.51,3.5,6.458333333,7.886666667,10.0,0.0,7.0,,0,,,0,Adequado,0.0
RA-1507,2024,2,12.0,Masculino,2024,5.046077056300001,Quartzo,6.918,4.448051948,7.51,5.0,4.583333333,3.776666667,5.0,5.0,5.0,,-1,,,0,Defasagem leve,0.0
RA-1508,2024,2,10.0,Feminino,2024,8.1804207793,Topazio,7.502,7.2294372295,7.51,9.25,7.5,8.166666667,10.0,10.0,8.5,,0,,,0,Adequado,0.0
RA-1509,2024,2,11.0,Masculino,2024,7.560230303200001,Ametista,8.502,6.5151515155,7.51,7.5,6.666666667,7.446666667,10.0,7.0,8.0,,0,,,0,Adequado,0.0
RA-151,2022,4,16.0,Feminino,2020,7.563,Ametista,8.8,7.5,6.9,8.3,,7.958,5.0,7.3,8.0,9.5,-2,0.0,1.0,1,Defasagem moderada/severa,2.0
RA-151,2023,5,17.0,Feminino,2020,6.892541667,Agata,0.0,7.8,7.52,7.9,8.59375,8.1725,5.0,6.8,7.0,10.0,-2,,,1,Defasagem moderada/severa,3.0
RA-1510,2024,2,11.0,Feminino,2024,9.4647454544,Topazio,10.0,9.7727272725,7.51,10.0,9.583333333,9.003333333,10.0,10.0,10.0,,0,,,0,Adequado,0.0
RA-1511,2024,2,11.0,Feminino,2024,8.9217077641,Topazio,10.0,9.3271221535,7.51,8.75,8.4375,8.556666667,10.0,8.0,9.5,,0,,,0,Adequado,0.0
RA-1512,2024,2,10.0,Feminino,2024,8.10445,Topazio,9.502,10.0,7.51,5.5,7.8125,7.61,10.0,7.0,4.0,,0,,,0,Adequado,0.0
RA-1513,2024,2,12.0,Feminino,2024,6.5509171717,Agata,8.502,7.5252525255,7.51,3.75,7.5,7.223333333,5.0,4.0,3.5,,-1,,,0,Defasagem leve,0.0
RA-1514,2024,2,12.0,Feminino,2024,7.520576262600001,Ametista,9.002,7.979797980000001,7.51,5.5,7.1875,7.273333333,10.0,5.0,6.0,,0,,,0,Adequado,0.0
RA-1515,2024,2,12.0,Feminino,2024,5.832133333300001,Quartzo,6.418,6.6666666665,6.255,3.5,6.875,6.72,5.0,6.0,1.0,,-1,,,0,Defasagem leve,0.0
RA-1516,2024,3,13.0,Feminino,2024,7.217066033133334,Ametista,9.585,5.404288499000001,9.38,4.666666666666667,7.96875,7.5475,10.0,0.0,5.0,9.0,3,,,0,Adiantado,0.0
RA-1517,2024,3,15.0,Masculino,2024,6.240744444466667,Agata,9.168,4.305555555666667,9.38,4.666666666666667,7.5,6.7075,5.0,5.0,4.5,4.5,-1,,,0,Defasagem leve,0.0
RA-1518,2024,3,15.0,Feminino,2022,5.721382142866666,Quartzo,7.084,5.714285714333333,9.38,1.75,7.65625,6.5825,5.0,0.0,3.5,,-1,,,0,Defasagem leve,2.0
RA-1519,2024,3,15.0,Masculino,2024,7.210222117800001,Ametista,9.585,5.560902255666666,8.755,4.833333333333333,7.96875,7.5025,10.0,0.0,6.5,8.0,3,,,0,Adiantado,0.0
RA-152,2022,4,16.0,Feminino,2022,6.712,Agata,8.3,7.0,7.5,6.5,,6.292,5.0,4.0,7.0,8.5,-2,0.0,0.0,1,Defasagem moderada/severa,0.0
RA-152,2023,4,16.0,Feminino,2022,6.30695,Agata,7.9,7.7,2.52,4.5,7.8125,7.71,5.0,4.0,5.0,4.5,-2,,,1,Defasagem moderada/severa,1.0
RA-152,2024,5,17.0,Feminino,2022,6.5837938596,Agata,7.5,7.337719298333333,5.63,5.166666666666667,7.8125,7.443333333,5.0,0.0,7.5,8.0,-2,,,1,Defasagem moderada/severa,2.0
RA-1520,2024,3,14.0,Feminino,2024,7.0026462121333335,Ametista,8.334,9.060606060666666,8.75,3.75,7.65625,7.3325,5.0,4.0,3.5,,-1,,,0,Defasagem leve,0.0
RA-1521,2024,3,14.0,Feminino,2024,5.065788844333333,Quartzo,7.5,6.157902555,2.51,3.1666666666666665,6.09375,5.4525,5.0,2.0,5.5,2.0,-1,,,0,Defasagem leve,0.0
RA-1522,2024,3,13.0,Masculino,2024,8.3261,Topazio,8.751,10.0,9.38,7.0,6.875,7.1275,10.0,10.0,4.0,,0,,,0,Adequado,0.0
RA-1523,2024,3,11.0,Masculino,2024,8.67371279,Topazio,6.666,9.283272283333334,8.755,8.166666666666666,8.90625,8.755,10.0,8.0,6.5,10.0,1,,,0,Adiantado,0.0
RA-1524,2024,3,14.0,Feminino,2024,5.5473805555333335,Quartzo,7.917,2.777777777666667,7.51,4.0,7.65625,6.9175,5.0,4.0,,,-1,,,0,Defasagem leve,0.0
RA-1525,2024,3,13.0,Masculino,2024,7.778263492033334,Ametista,7.917,8.293650793666666,5.63,7.0,8.541666667,7.553333333,10.0,6.5,5.5,9.0,0,,,0,Adequado,0.0
RA-1526,2024,3,13.0,Feminino,2024,7.9798,Ametista,9.168,10.0,8.75,3.75,8.125,8.1275,10.0,2.0,5.5,,0,,,0,Adequado,0.0
RA-1527,2024,3,13.0,Masculino,2024,8.631675000000001,Topazio,9.168,10.0,7.51,8.0,7.96875,7.835,10.0,9.0,7.0,,0,,,0,Adequado,0.0
RA-1528,2024,3,13.0,Masculino,2024,7.622584090933335,Ametista,9.168,7.787878788,7.51,5.666666666666667,7.96875,7.335,10.0,3.0,6.0,8.0,0,,,0,Adequado,0.0
RA-1529,2024,3,14.0,Feminino,2024,6.710079487200001,Agata,6.666,7.435897436,7.51,5.5,8.125,6.964,5.0,6.0,5.5,5.0,-1,,,0,Defasagem leve,0.0
RA-153,2022,4,14.0,Feminino,2018,7.535,Ametista,7.9,8.2,5.0,6.6,,7.708,10.0,3.3,7.7,8.8,0,0.0,0.0,0,Adequado,4.0
RA-153,2023,5,15.0,Feminino,2018,7.289966667,Ametista,9.2,7.4,2.52,6.4,8.125,7.71,10.0,6.0,5.3,8.0,0,,,0,Adequado,5.0
RA-153,2024,7,16.0,Feminino,2021,4.78185,Quartzo,8.751,0.0,6.5675,0.0,7.5,7.5,10.0,0.0,0.0,0.0,2,,,0,Adiantado,3.0
RA-1530,2024,3,13.0,Masculino,2024,4.6391535714200005,Quartzo,0.0,2.5238095237666665,8.13,2.8333333333333335,7.03125,5.258,10.0,1.5,7.0,0.0,0,,,0,Adequado,0.0
RA-1531,2024,3,14.0,Masculino,2024,7.0491790134,Ametista,8.751,7.9726867336666665,7.505,5.833333333333333,7.34375,7.14,5.0,4.5,8.0,5.0,-1,,,0,Defasagem leve,0.0
RA-1532,2024,3,15.0,Masculino,2024,4.548544781066667,Quartzo,0.0,3.9057239053333332,7.51,2.0,7.5,6.832,5.0,0.0,6.0,0.0,-1,,,0,Defasagem leve,0.0
RA-1533,2024,3,14.0,Feminino,2024,9.089828985533336,Topazio,9.168,9.710144927666667,8.135,9.5,8.5,8.3375,10.0,10.0,8.5,10.0,0,,,0,Adequado,0.0
RA-1534,2024,3,13.0,Feminino,2024,7.188366666666667,Ametista,7.917,9.666666666666666,8.135,1.1666666666666667,8.0,8.0825,10.0,2.0,1.5,0.0,0,,,0,Adequado,0.0
RA-1535,2024,3,13.0,Feminino,2024,7.109390969933334,Ametista,8.751,5.103121516333333,7.51,5.833333333333333,7.125,7.9175,10.0,7.5,5.5,4.5,0,,,0,Adequado,0.0
RA-1536,2024,3,15.0,Feminino,2024,7.653744444466668,Ametista,9.168,8.722222222333334,8.135,7.0,7.875,7.4575,5.0,10.0,3.5,7.5,-1,,,0,Defasagem leve,0.0
RA-1537,2024,3,14.0,Feminino,2024,8.176263231333333,Topazio,9.168,8.33064949,8.135,8.666666666666666,8.125,8.67,5.0,10.0,6.0,10.0,-1,,,0,Defasagem leve,0.0
RA-1538,2024,3,13.0,Masculino,2021,7.9631703704333345,Ametista,9.168,7.935185184999999,8.13,7.166666666666667,7.916666667,7.106666667,10.0,7.5,6.0,8.0,1,,,0,Adiantado,3.0
RA-1539,2024,3,13.0,Feminino,2024,7.709588888900001,Ametista,6.667,9.027777777666666,6.885,6.833333333333333,7.708333333,7.056666667,10.0,6.0,7.0,7.5,0,,,0,Adequado,0.0
RA-154,2022,4,15.0,Masculino,2017,6.073,Agata,8.3,6.1,6.3,4.0,,6.833,5.0,3.7,6.2,2.1,-1,0.0,1.0,0,Defasagem leve,5.0
RA-1540,2024,3,14.0,Feminino,2024,5.696233333333334,Quartzo,8.334,5.0,7.51,2.6666666666666665,7.125,6.83,5.0,2.0,2.0,4.0,-1,,,0,Defasagem leve,0.0
RA-1541,2024,3,13.0,Masculino,2024,8.337,Topazio,9.168,8.633333333333333,6.88,8.166666666666666,8.25,7.736,10.0,9.0,7.0,8.5,0,,,0,Adequado,0.0
RA-1542,2024,3,16.0,Feminino,2024,6.0886079922,Agata,7.501,6.304873294333333,8.135,3.1666666666666665,7.375,6.966,5.0,1.0,3.5,5.0,-2,,,1,Defasagem moderada/severa,0.0
RA-1543,2024,3,14.0,Masculino,2024,6.754584615400001,Agata,7.5,8.076923077,7.51,5.0,7.25,7.066,5.0,6.0,4.0,,-1,,,0,Defasagem leve,0.0
RA-1544,2024,3,14.0,Feminino,2024,6.905568627466667,Agata,8.334,8.674509804,6.885,5.833333333333333,6.625,6.598,5.0,5.5,5.5,6.5,-1,,,0,Defasagem leve,0.0
RA-1545,2024,3,12.0,Feminino,2024,7.296598575533334,Ametista,7.501,6.210826211,8.13,8.166666666666666,6.25,6.165,10.0,8.0,6.5,10.0,0,,,0,Adequado,0.0
RA-1546,2024,3,14.0,Masculino,2024,6.900662108266667,Agata,8.334,6.374643874666667,8.75,4.666666666666667,7.5,6.17,10.0,5.0,3.0,6.0,0,,,0,Adequado,0.0
RA-1547,2024,3,14.0,Feminino,2024,6.748480626800001,Agata,7.917,6.467236467333334,8.13,6.666666666666667,7.5,6.335,5.0,9.5,6.0,4.5,-1,,,0,Defasagem leve,0.0
RA-1548,2024,3,13.0,Feminino,2024,6.482499715066667,Agata,8.334,5.2421652420000004,7.51,4.833333333333333,7.5,5.665,10.0,9.0,4.5,1.0,0,,,0,Adequado,0.0
RA-1549,2024,3,15.0,Masculino,2024,6.514862200466668,Agata,9.585,7.441394335666668,7.51,4.166666666666667,7.1875,6.325,5.0,5.5,3.0,4.0,-2,,,1,Defasagem moderada/severa,0.0
RA-155,2022,4,16.0,Masculino,2022,7.051,Ametista,10.0,8.3,7.5,5.2,,6.833,5.0,4.3,6.8,4.3,-2,0.0,1.0,1,Defasagem moderada/severa,0.0
